idHidreletrica;idFuncaoProducaoHidreletrica;AttMatriz;Iteradores;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30
120;1;VH;09/2023;0;0;0;0;0;0
120;1;QH;09/2023;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;09/2023;0;0;0;0;0;0
120;1;RHS;09/2023;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;10/2023;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;10/2023;0;0;0;0;0;0
120;1;QH;10/2023;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;10/2023;0;0;0;0;0;0
120;1;RHS;10/2023;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;11/2023;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;11/2023;0;0;0;0;0;0
120;1;QH;11/2023;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;11/2023;0;0;0;0;0;0
120;1;RHS;11/2023;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;12/2023;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;12/2023;0;0;0;0;0;0
120;1;QH;12/2023;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;12/2023;0;0;0;0;0;0
120;1;RHS;12/2023;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;01/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;01/2024;0;0;0;0;0;0
120;1;QH;01/2024;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;01/2024;0;0;0;0;0;0
120;1;RHS;01/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;02/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;02/2024;0;0;0;0;0;0
120;1;QH;02/2024;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998
120;1;SH;02/2024;0;0;0;0;0;0
120;1;RHS;02/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;03/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;03/2024;0;0;0;0;0;0
120;1;QH;03/2024;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998
120;1;SH;03/2024;0;0;0;0;0;0
120;1;RHS;03/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;04/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;04/2024;0;0;0;0;0;0
120;1;QH;04/2024;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998
120;1;SH;04/2024;0;0;0;0;0;0
120;1;RHS;04/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;05/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;05/2024;0;0;0;0;0;0
120;1;QH;05/2024;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998;1.0241640470959998
120;1;SH;05/2024;0;0;0;0;0;0
120;1;RHS;05/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;06/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;06/2024;0;0;0;0;0;0
120;1;QH;06/2024;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;06/2024;0;0;0;0;0;0
120;1;RHS;06/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;07/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;07/2024;0;0;0;0;0;0
120;1;QH;07/2024;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;07/2024;0;0;0;0;0;0
120;1;RHS;07/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;08/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;08/2024;0;0;0;0;0;0
120;1;QH;08/2024;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;08/2024;0;0;0;0;0;0
120;1;RHS;08/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;09/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;09/2024;0;0;0;0;0;0
120;1;QH;09/2024;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;09/2024;0;0;0;0;0;0
120;1;RHS;09/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;10/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;10/2024;0;0;0;0;0;0
120;1;QH;10/2024;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;10/2024;0;0;0;0;0;0
120;1;RHS;10/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;11/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;11/2024;0;0;0;0;0;0
120;1;QH;11/2024;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;11/2024;0;0;0;0;0;0
120;1;RHS;11/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
120;1;FC;12/2024;1.0;1.0;1.0;1.0;1.0;1.0
120;1;VH;12/2024;0;0;0;0;0;0
120;1;QH;12/2024;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.024164047096;1.0241640470959998
120;1;SH;12/2024;0;0;0;0;0;0
120;1;RHS;12/2024;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
121;1;FC;01/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;01/2020;0;0;0;0;0;0
121;1;QH;01/2020;0.9361726921101883;0.9361726921101892;0.9361726921101885;0.9361726921101879;0.9361726921101885;0.9361726921101884
121;1;SH;01/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;01/2020;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-2.842170943040401e-14;-0.0;-0.0
121;1;FC;02/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;02/2020;0;0;0;0;0;0
121;1;QH;02/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;02/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;02/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;03/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;03/2020;0;0;0;0;0;0
121;1;QH;03/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;03/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;03/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;04/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;04/2020;0;0;0;0;0;0
121;1;QH;04/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;04/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;04/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;05/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;05/2020;0;0;0;0;0;0
121;1;QH;05/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;05/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;05/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;06/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;06/2020;0;0;0;0;0;0
121;1;QH;06/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;06/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;06/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;07/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;07/2020;0;0;0;0;0;0
121;1;QH;07/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;07/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;07/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;08/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;08/2020;0;0;0;0;0;0
121;1;QH;08/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;08/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;08/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;09/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;09/2020;0;0;0;0;0;0
121;1;QH;09/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;09/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;09/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;10/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;10/2020;0;0;0;0;0;0
121;1;QH;10/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;10/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;10/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;11/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;11/2020;0;0;0;0;0;0
121;1;QH;11/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;11/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;11/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;12/2020;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;12/2020;0;0;0;0;0;0
121;1;QH;12/2020;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;12/2020;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;12/2020;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;01/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;01/2021;0;0;0;0;0;0
121;1;QH;01/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;01/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;01/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;02/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;02/2021;0;0;0;0;0;0
121;1;QH;02/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;02/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;02/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;03/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;03/2021;0;0;0;0;0;0
121;1;QH;03/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;03/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;03/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;04/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;04/2021;0;0;0;0;0;0
121;1;QH;04/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;04/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;04/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;05/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;05/2021;0;0;0;0;0;0
121;1;QH;05/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;05/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;05/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;06/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;06/2021;0;0;0;0;0;0
121;1;QH;06/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;06/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;06/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;07/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;07/2021;0;0;0;0;0;0
121;1;QH;07/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;07/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;07/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;08/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;08/2021;0;0;0;0;0;0
121;1;QH;08/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;08/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;08/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;09/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;09/2021;0;0;0;0;0;0
121;1;QH;09/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;09/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;09/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;10/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;10/2021;0;0;0;0;0;0
121;1;QH;10/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;10/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;10/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;11/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;11/2021;0;0;0;0;0;0
121;1;QH;11/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;11/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;11/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;12/2021;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;12/2021;0;0;0;0;0;0
121;1;QH;12/2021;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;12/2021;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;12/2021;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;01/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;01/2022;0;0;0;0;0;0
121;1;QH;01/2022;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;01/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;01/2022;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;02/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;02/2022;0;0;0;0;0;0
121;1;QH;02/2022;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;02/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;02/2022;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
121;1;FC;03/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;03/2022;0;0;0;0;0;0
121;1;QH;03/2022;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;03/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;03/2022;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
121;1;FC;04/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;04/2022;0;0;0;0;0;0
121;1;QH;04/2022;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;04/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;04/2022;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
121;1;FC;05/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;05/2022;0;0;0;0;0;0
121;1;QH;05/2022;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;05/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;05/2022;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
121;1;FC;06/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;06/2022;0;0;0;0;0;0
121;1;QH;06/2022;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;06/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;06/2022;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;07/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;07/2022;0;0;0;0;0;0
121;1;QH;07/2022;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;07/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;07/2022;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;08/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;08/2022;0;0;0;0;0;0
121;1;QH;08/2022;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;08/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;08/2022;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;09/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;09/2022;0;0;0;0;0;0
121;1;QH;09/2022;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;09/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;09/2022;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;10/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;10/2022;0;0;0;0;0;0
121;1;QH;10/2022;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;10/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;10/2022;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;11/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;11/2022;0;0;0;0;0;0
121;1;QH;11/2022;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;11/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;11/2022;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;12/2022;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;12/2022;0;0;0;0;0;0
121;1;QH;12/2022;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;12/2022;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;12/2022;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;01/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;01/2023;0;0;0;0;0;0
121;1;QH;01/2023;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;01/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;01/2023;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;02/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;02/2023;0;0;0;0;0;0
121;1;QH;02/2023;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;02/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;02/2023;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
121;1;FC;03/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;03/2023;0;0;0;0;0;0
121;1;QH;03/2023;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;03/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;03/2023;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
121;1;FC;04/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;04/2023;0;0;0;0;0;0
121;1;QH;04/2023;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;04/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;04/2023;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
121;1;FC;05/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;05/2023;0;0;0;0;0;0
121;1;QH;05/2023;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;05/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;05/2023;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
121;1;FC;06/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;06/2023;0;0;0;0;0;0
121;1;QH;06/2023;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;06/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;06/2023;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;07/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;07/2023;0;0;0;0;0;0
121;1;QH;07/2023;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;07/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;07/2023;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;08/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;08/2023;0;0;0;0;0;0
121;1;QH;08/2023;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;08/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;08/2023;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;09/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;09/2023;0;0;0;0;0;0
121;1;QH;09/2023;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;09/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;09/2023;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;10/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;10/2023;0;0;0;0;0;0
121;1;QH;10/2023;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;10/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;10/2023;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;11/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;11/2023;0;0;0;0;0;0
121;1;QH;11/2023;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;11/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;11/2023;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;12/2023;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;12/2023;0;0;0;0;0;0
121;1;QH;12/2023;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;12/2023;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;12/2023;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;01/2024;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;01/2024;0;0;0;0;0;0
121;1;QH;01/2024;0.9361726921101885;0.9361726921101884;0.9361726921101885;0.9361726921101883;0.9361726921101877;0.9361726921101884
121;1;SH;01/2024;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;01/2024;-0.0;-0.0;-0.0;-1.4210854715202004e-14;-5.684341886080802e-14;-0.0
121;1;FC;02/2024;1.0;1.0;1.0;1.0;1.0;1.0
121;1;VH;02/2024;0;0;0;0;0;0
121;1;QH;02/2024;0.9361726921101883;0.936172692110189;0.9361726921101885;0.9361726921101883;0.9361726921101885;0.9361726921101884
121;1;SH;02/2024;0.0;0.0;0.0;0.0;0.0;0
121;1;RHS;02/2024;-1.4210854715202004e-14;2.842170943040401e-14;-0.0;-1.4210854715202004e-14;-0.0;-0.0
